Age,Gender,Education Level,Job Title,Years of Experience,Salary (USD),Race
33.0,Female,Masters,Software/Developer,8.0,105000.0,White
28.0,Male,Bachelors,Data Analyst/Scientist,3.0,52000.0,Australian
30.0,Female,Bachelors,Manager/Director/VP,4.0,57000.0,Asian
36.0,Male,PhD,Data Analyst/Scientist,11.0,135000.0,Australian
27.0,Female,Bachelors,Software/Developer,2.0,48000.0,Asian
34.0,Male,Masters,Data Analyst/Scientist,9.0,125000.0,Mixed
30.0,Female,Bachelors,Marketing/Social Media,4.0,57000.0,Asian
32.0,Male,Bachelors,Manager/Director/VP,6.0,72000.0,White
39.0,Female,PhD,Data Analyst/Scientist,13.0,145000.0,Asian
26.0,Male,High School,Sales,2.0,31000.0,Korean
33.0,Female,Masters,Software/Developer,8.0,105000.0,White
28.0,Male,Bachelors,Data Analyst/Scientist,3.0,52000.0,Korean
30.0,Female,Bachelors,Manager/Director/VP,4.0,57000.0,Asian
36.0,Male,PhD,Data Analyst/Scientist,11.0,135000.0,White
27.0,Female,Bachelors,Software/Developer,2.0,48000.0,White
34.0,Male,Masters,Data Analyst/Scientist,9.0,125000.0,Korean
30.0,Female,Bachelors,Marketing/Social Media,4.0,57000.0,Asian
32.0,Male,Bachelors,Manager/Director/VP,6.0,72000.0,White
39.0,Female,PhD,Data Analyst/Scientist,13.0,145000.0,Chinese
26.0,Male,High School,Sales,2.0,31000.0,White
33.0,Female,Masters,Software/Developer,8.0,105000.0,African American
28.0,Male,Bachelors,Data Analyst/Scientist,3.0,52000.0,Black
30.0,Female,Bachelors,Manager/Director/VP,4.0,57000.0,Welsh
36.0,Male,PhD,Data Analyst/Scientist,11.0,135000.0,Black
27.0,Female,Bachelors,Software/Developer,2.0,48000.0,Australian
34.0,Male,Masters,Data Analyst/Scientist,9.0,125000.0,Chinese
30.0,Female,Bachelors,Marketing/Social Media,4.0,57000.0,Asian
32.0,Male,Bachelors,Manager/Director/VP,6.0,72000.0,Korean
39.0,Female,PhD,Data Analyst/Scientist,13.0,145000.0,White
26.0,Male,High School,Sales,2.0,31000.0,Hispanic
33.0,Female,Masters,Software/Developer,8.0,105000.0,White
28.0,Male,Bachelors,Data Analyst/Scientist,3.0,52000.0,Asian
30.0,Female,Bachelors,Manager/Director/VP,4.0,57000.0,White
36.0,Male,PhD,Data Analyst/Scientist,11.0,135000.0,Mixed
27.0,Female,Bachelors,Software/Developer,2.0,48000.0,Welsh
34.0,Male,Masters,Data Analyst/Scientist,9.0,125000.0,White
30.0,Female,Bachelors,Marketing/Social Media,4.0,57000.0,White
32.0,Male,Bachelors,Manager/Director/VP,6.0,72000.0,White
39.0,Female,PhD,Data Analyst/Scientist,13.0,145000.0,Welsh
26.0,Male,High School,Sales,2.0,31000.0,White
33.0,Female,Masters,Software/Developer,8.0,105000.0,Hispanic
28.0,Male,Bachelors,Data Analyst/Scientist,3.0,52000.0,Hispanic
30.0,Female,Bachelors,Manager/Director/VP,4.0,57000.0,Asian
36.0,Male,PhD,Data Analyst/Scientist,11.0,135000.0,Asian
27.0,Female,Bachelors,Software/Developer,2.0,48000.0,White
34.0,Male,Masters,Data Analyst/Scientist,9.0,125000.0,Asian
30.0,Female,Bachelors,Marketing/Social Media,4.0,57000.0,Hispanic
32.0,Male,Bachelors,Manager/Director/VP,6.0,72000.0,White
39.0,Female,PhD,Data Analyst/Scientist,13.0,145000.0,Mixed
26.0,Male,High School,Sales,2.0,31000.0,Asian
33.0,Female,Masters,Software/Developer,8.0,105000.0,Asian
28.0,Male,Bachelors,Data Analyst/Scientist,3.0,52000.0,Asian
30.0,Female,Bachelors,Manager/Director/VP,4.0,57000.0,Australian
36.0,Male,PhD,Data Analyst/Scientist,11.0,135000.0,Korean
27.0,Female,Bachelors,Software/Developer,2.0,48000.0,Asian
34.0,Male,Masters,Data Analyst/Scientist,9.0,125000.0,Chinese
30.0,Female,Bachelors,Marketing/Social Media,4.0,57000.0,White
32.0,Male,Bachelors,Manager/Director/VP,6.0,72000.0,Korean
39.0,Female,PhD,Data Analyst/Scientist,13.0,145000.0,African American
26.0,Male,High School,Sales,2.0,31000.0,Asian
33.0,Female,Masters,Software/Developer,8.0,105000.0,Welsh
28.0,Male,Bachelors,Data Analyst/Scientist,3.0,52000.0,Black
30.0,Female,Bachelors,Manager/Director/VP,4.0,57000.0,White
36.0,Male,PhD,Data Analyst/Scientist,11.0,135000.0,White
27.0,Female,Bachelors,Software/Developer,2.0,48000.0,Asian
34.0,Male,Masters,Data Analyst/Scientist,9.0,125000.0,Mixed
30.0,Female,Bachelors,Marketing/Social Media,4.0,57000.0,Black
32.0,Male,Bachelors,Manager/Director/VP,6.0,72000.0,White
39.0,Female,PhD,Data Analyst/Scientist,13.0,145000.0,Mixed
26.0,Male,High School,Sales,2.0,31000.0,Asian
33.0,Female,Masters,Software/Developer,8.0,105000.0,White
28.0,Male,Bachelors,Data Analyst/Scientist,3.0,52000.0,Asian
30.0,Female,Bachelors,Manager/Director/VP,4.0,57000.0,White
36.0,Male,PhD,Data Analyst/Scientist,11.0,135000.0,Asian
27.0,Female,Bachelors,Software/Developer,2.0,48000.0,White
34.0,Male,Masters,Data Analyst/Scientist,9.0,125000.0,Asian
30.0,Female,Bachelors,Marketing/Social Media,4.0,57000.0,Welsh
32.0,Male,Bachelors,Manager/Director/VP,6.0,72000.0,Asian
39.0,Female,PhD,Data Analyst/Scientist,13.0,145000.0,White
26.0,Male,High School,Sales,2.0,31000.0,Asian
33.0,Female,Masters,Software/Developer,8.0,105000.0,African American
28.0,Male,Bachelors,Data Analyst/Scientist,3.0,52000.0,White
30.0,Female,Bachelors,Manager/Director/VP,4.0,57000.0,Asian
36.0,Male,PhD,Data Analyst/Scientist,11.0,135000.0,Chinese
27.0,Female,Bachelors,Software/Developer,2.0,48000.0,Mixed
26.0,Male,Bachelors,Manager/Director/VP,5.0,85000.0,White
28.0,Female,Masters,Manager/Director/VP,7.0,110000.0,Chinese
34.0,Male,PhD,Manager/Director/VP,12.0,170000.0,Welsh
31.0,Male,Bachelors,Manager/Director/VP,9.0,140000.0,White
24.0,Female,High School,Sales,1.0,30000.0,Australian
29.0,Male,Bachelors,Manager/Director/VP,6.0,95000.0,Asian
27.0,Female,Masters,Manager/Director/VP,4.0,80000.0,Chinese
33.0,Male,PhD,Manager/Director/VP,10.0,155000.0,Asian
21.0,Female,High School,Sales,0.0,25000.0,White
36.0,Male,Bachelors,Manager/Director/VP,11.0,160000.0,Korean
25.0,Female,Bachelors,Manager/Director/VP,3.0,65000.0,African American
30.0,Male,Masters,Manager/Director/VP,7.0,120000.0,Australian
28.0,Female,PhD,Manager/Director/VP,6.0,105000.0,Mixed
26.0,Male,Bachelors,Manager/Director/VP,5.0,85000.0,Asian
28.0,Female,Masters,Manager/Director/VP,7.0,110000.0,White
34.0,Male,PhD,Manager/Director/VP,12.0,170000.0,Chinese
31.0,Male,Bachelors,Manager/Director/VP,9.0,140000.0,White
24.0,Female,High School,Sales,1.0,30000.0,Welsh
29.0,Male,Bachelors,Manager/Director/VP,6.0,95000.0,Australian
27.0,Female,Masters,Manager/Director/VP,4.0,80000.0,Asian
33.0,Male,PhD,Manager/Director/VP,10.0,155000.0,Asian
21.0,Female,High School,Sales,0.0,25000.0,Asian
36.0,Male,Bachelors,Manager/Director/VP,11.0,160000.0,White
25.0,Female,Bachelors,Manager/Director/VP,3.0,65000.0,Hispanic
30.0,Male,Masters,Manager/Director/VP,7.0,120000.0,White
28.0,Female,PhD,Manager/Director/VP,6.0,105000.0,Black
26.0,Male,Bachelors,Manager/Director/VP,5.0,85000.0,Black
28.0,Female,Masters,Manager/Director/VP,7.0,110000.0,Welsh
34.0,Male,PhD,Manager/Director/VP,12.0,170000.0,Asian
31.0,Male,Bachelors,Manager/Director/VP,9.0,140000.0,White
24.0,Female,High School,Sales,1.0,30000.0,White
29.0,Male,Bachelors,Manager/Director/VP,6.0,95000.0,Chinese
27.0,Female,Masters,Manager/Director/VP,4.0,80000.0,Black
33.0,Male,PhD,Manager/Director/VP,10.0,155000.0,Black
21.0,Female,High School,Sales,0.0,25000.0,White
36.0,Male,Bachelors,Manager/Director/VP,11.0,160000.0,White
25.0,Female,Bachelors,Manager/Director/VP,3.0,65000.0,Black
30.0,Male,Masters,Manager/Director/VP,7.0,120000.0,Korean
28.0,Female,PhD,Manager/Director/VP,6.0,105000.0,White
26.0,Male,Bachelors,Manager/Director/VP,5.0,85000.0,Black
28.0,Female,Masters,Manager/Director/VP,7.0,110000.0,Hispanic
34.0,Male,PhD,Manager/Director/VP,12.0,170000.0,Australian
31.0,Male,Bachelors,Manager/Director/VP,9.0,140000.0,Korean
24.0,Female,High School,Sales,1.0,30000.0,Black
29.0,Male,Bachelors,Manager/Director/VP,6.0,95000.0,White
27.0,Female,Masters,Manager/Director/VP,4.0,80000.0,White
33.0,Male,PhD,Manager/Director/VP,10.0,155000.0,White
21.0,Female,High School,Sales,0.0,25000.0,African American
36.0,Male,Bachelors,Manager/Director/VP,11.0,160000.0,Chinese
25.0,Female,Bachelors,Manager/Director/VP,3.0,65000.0,Welsh
30.0,Male,Masters,Manager/Director/VP,7.0,120000.0,Black
28.0,Female,PhD,Manager/Director/VP,6.0,105000.0,Asian
26.0,Male,Bachelors,Manager/Director/VP,5.0,85000.0,Chinese
28.0,Female,Masters,Manager/Director/VP,7.0,110000.0,Black
34.0,Male,PhD,Manager/Director/VP,12.0,170000.0,Welsh
31.0,Male,Bachelors,Manager/Director/VP,9.0,140000.0,African American
24.0,Female,High School,Sales,1.0,30000.0,Asian
29.0,Male,Bachelors,Manager/Director/VP,6.0,95000.0,Asian
27.0,Female,Masters,Manager/Director/VP,4.0,80000.0,White
33.0,Male,PhD,Manager/Director/VP,10.0,155000.0,Korean
21.0,Female,High School,Sales,0.0,25000.0,White
36.0,Male,Bachelors,Manager/Director/VP,11.0,160000.0,White
25.0,Female,Bachelors,Manager/Director/VP,3.0,65000.0,White
30.0,Male,Masters,Manager/Director/VP,7.0,120000.0,White
28.0,Female,PhD,Manager/Director/VP,6.0,105000.0,Australian
26.0,Male,Bachelors,Manager/Director/VP,5.0,85000.0,Korean
28.0,Female,Masters,Manager/Director/VP,7.0,110000.0,Welsh
34.0,Male,PhD,Manager/Director/VP,12.0,170000.0,Australian
31.0,Male,Bachelors,Manager/Director/VP,9.0,140000.0,White
24.0,Female,High School,Sales,1.0,30000.0,Asian
29.0,Male,Bachelors,Manager/Director/VP,6.0,95000.0,Welsh
27.0,Female,Masters,Manager/Director/VP,4.0,80000.0,White
33.0,Male,PhD,Manager/Director/VP,10.0,155000.0,Asian
21.0,Female,High School,Sales,0.0,25000.0,Chinese
36.0,Male,Bachelors,Manager/Director/VP,11.0,160000.0,Asian
25.0,Female,Bachelors,Manager/Director/VP,3.0,65000.0,Asian
30.0,Male,Masters,Manager/Director/VP,7.0,120000.0,Black
28.0,Female,PhD,Manager/Director/VP,6.0,105000.0,White
26.0,Male,Bachelors,Manager/Director/VP,5.0,85000.0,White
28.0,Female,Masters,Manager/Director/VP,7.0,110000.0,Asian
34.0,Male,PhD,Manager/Director/VP,12.0,170000.0,Korean
31.0,Male,Bachelors,Manager/Director/VP,9.0,140000.0,White
24.0,Female,High School,Sales,1.0,30000.0,Asian
29.0,Male,Bachelors,Manager/Director/VP,6.0,95000.0,Mixed
27.0,Female,Masters,Manager/Director/VP,4.0,80000.0,White
33.0,Male,PhD,Manager/Director/VP,10.0,155000.0,Asian
21.0,Female,High School,Sales,0.0,25000.0,White
36.0,Male,Bachelors,Manager/Director/VP,11.0,160000.0,Mixed
25.0,Female,Bachelors,Manager/Director/VP,3.0,65000.0,White
30.0,Male,Masters,Manager/Director/VP,7.0,120000.0,African American
28.0,Female,PhD,Manager/Director/VP,6.0,105000.0,Mixed
26.0,Male,Bachelors,Manager/Director/VP,5.0,85000.0,White
28.0,Female,Masters,Manager/Director/VP,7.0,110000.0,Mixed
34.0,Male,PhD,Manager/Director/VP,12.0,170000.0,Asian
31.0,Male,Bachelors,Manager/Director/VP,9.0,140000.0,Korean
24.0,Female,High School,Sales,1.0,30000.0,White
29.0,Male,Bachelors,Manager/Director/VP,6.0,95000.0,Korean
27.0,Female,Masters,Manager/Director/VP,4.0,80000.0,Australian
33.0,Male,PhD,Manager/Director/VP,10.0,155000.0,Black
21.0,Female,High School,Sales,0.0,25000.0,Black
36.0,Male,Bachelors,Manager/Director/VP,11.0,160000.0,Black
25.0,Female,Bachelors,Manager/Director/VP,3.0,65000.0,Korean
30.0,Male,Masters,Manager/Director/VP,7.0,120000.0,Chinese
28.0,Female,PhD,Manager/Director/VP,6.0,105000.0,White
26.0,Male,Bachelors,Manager/Director/VP,5.0,85000.0,White
28.0,Female,Masters,Manager/Director/VP,7.0,110000.0,White
34.0,Male,PhD,Manager/Director/VP,12.0,170000.0,White
31.0,Male,Bachelors,Manager/Director/VP,9.0,140000.0,Asian
24.0,Female,High School,Sales,1.0,30000.0,Asian
29.0,Male,Bachelors,Manager/Director/VP,6.0,95000.0,Asian
27.0,Female,Masters,Manager/Director/VP,4.0,80000.0,Asian
33.0,Male,PhD,Manager/Director/VP,10.0,155000.0,White
21.0,Female,High School,Sales,0.0,25000.0,Korean
36.0,Male,Bachelors,Manager/Director/VP,11.0,160000.0,White
25.0,Female,Bachelors,Manager/Director/VP,3.0,65000.0,Asian
30.0,Male,Masters,Manager/Director/VP,7.0,120000.0,Asian
28.0,Female,PhD,Manager/Director/VP,6.0,105000.0,Chinese
26.0,Male,Bachelors,Manager/Director/VP,5.0,85000.0,White
28.0,Female,Masters,Manager/Director/VP,7.0,110000.0,White
34.0,Male,PhD,Manager/Director/VP,12.0,170000.0,White
31.0,Male,Bachelors,Manager/Director/VP,9.0,140000.0,Asian
24.0,Female,High School,Sales,1.0,30000.0,Korean
29.0,Male,Bachelors,Manager/Director/VP,6.0,95000.0,White
27.0,Female,Masters,Manager/Director/VP,4.0,80000.0,Asian
22.0,Female,High School,Sales,0.0,25000.0,Asian
45.0,Male,Bachelors,Manager/Director/VP,21.0,250000.0,Black
31.0,Female,Masters,Manager/Director/VP,8.0,120000.0,Asian
28.0,Male,Bachelors,Manager/Director/VP,4.0,80000.0,Asian
29.0,Male,Bachelors,Manager/Director/VP,6.0,100000.0,Black
35.0,Female,PhD,Manager/Director/VP,12.0,170000.0,Asian
27.0,Male,High School,Sales,3.0,50000.0,Mixed
33.0,Female,Bachelors,Manager/Director/VP,9.0,140000.0,Asian
30.0,Male,Masters,Manager/Director/VP,7.0,120000.0,Australian
25.0,Female,Bachelors,Manager/Director/VP,2.0,55000.0,Asian
26.0,Male,Bachelors,Manager/Director/VP,5.0,85000.0,Korean
29.0,Female,Masters,Manager/Director/VP,4.0,80000.0,Welsh
34.0,Male,PhD,Manager/Director/VP,12.0,170000.0,Hispanic
31.0,Male,Bachelors,Manager/Director/VP,9.0,140000.0,African American
24.0,Female,High School,Sales,1.0,30000.0,White
29.0,Male,Bachelors,Manager/Director/VP,6.0,95000.0,African American
27.0,Female,Masters,Manager/Director/VP,4.0,80000.0,White
33.0,Male,PhD,Manager/Director/VP,10.0,155000.0,Mixed
21.0,Female,High School,Sales,0.0,25000.0,White
36.0,Male,Bachelors,Manager/Director/VP,11.0,160000.0,Asian
25.0,Female,Bachelors,Manager/Director/VP,3.0,65000.0,Asian
30.0,Male,Masters,Manager/Director/VP,7.0,120000.0,Asian
28.0,Female,PhD,Manager/Director/VP,6.0,105000.0,White
26.0,Male,Bachelors,Manager/Director/VP,5.0,85000.0,White
28.0,Female,Masters,Manager/Director/VP,7.0,110000.0,White
34.0,Male,PhD,Manager/Director/VP,12.0,170000.0,Asian
31.0,Male,Bachelors,Manager/Director/VP,9.0,140000.0,African American
24.0,Female,High School,Sales,1.0,30000.0,African American
29.0,Male,Bachelors,Manager/Director/VP,6.0,95000.0,Hispanic
27.0,Female,Masters,Manager/Director/VP,4.0,80000.0,Asian
33.0,Male,PhD,Manager/Director/VP,10.0,155000.0,White
21.0,Female,High School,Sales,0.0,25000.0,White
36.0,Male,Bachelors,Manager/Director/VP,11.0,160000.0,Asian
25.0,Female,Bachelors,Manager/Director/VP,3.0,65000.0,Korean
30.0,Male,Masters,Manager/Director/VP,7.0,120000.0,Asian
28.0,Female,PhD,Manager/Director/VP,6.0,105000.0,Australian
26.0,Male,Bachelors,Manager/Director/VP,5.0,85000.0,African American
28.0,Female,Masters,Manager/Director/VP,7.0,110000.0,Australian
34.0,Male,PhD,Manager/Director/VP,12.0,170000.0,Chinese
31.0,Male,Bachelors,Manager/Director/VP,9.0,140000.0,Asian
24.0,Female,High School,Sales,1.0,30000.0,Black
29.0,Male,Bachelors,Manager/Director/VP,6.0,95000.0,Asian
27.0,Female,Masters,Manager/Director/VP,4.0,80000.0,White
33.0,Male,PhD,Manager/Director/VP,10.0,155000.0,White
21.0,Female,High School,Sales,0.0,25000.0,White
36.0,Male,Bachelors,Manager/Director/VP,11.0,160000.0,Black
25.0,Female,Bachelors,Manager/Director/VP,3.0,65000.0,Asian
30.0,Male,Masters,Manager/Director/VP,7.0,120000.0,White
28.0,Female,PhD,Manager/Director/VP,6.0,105000.0,Korean
26.0,Male,Bachelors,Manager/Director/VP,5.0,85000.0,White
28.0,Female,Masters,Manager/Director/VP,7.0,110000.0,Asian
34.0,Male,PhD,Manager/Director/VP,12.0,170000.0,Mixed
31.0,Male,Bachelors,Manager/Director/VP,9.0,140000.0,White
24.0,Female,High School,Sales,1.0,30000.0,Korean
29.0,Male,Bachelors,Manager/Director/VP,6.0,95000.0,Hispanic
27.0,Female,Masters,Manager/Director/VP,4.0,80000.0,Asian
33.0,Male,PhD,Manager/Director/VP,10.0,155000.0,African American
21.0,Female,High School,Sales,0.0,25000.0,Australian
36.0,Male,Bachelors,Manager/Director/VP,11.0,160000.0,White
25.0,Female,Bachelors,Manager/Director/VP,3.0,65000.0,White
30.0,Male,Masters,Manager/Director/VP,7.0,120000.0,Mixed
28.0,Female,PhD,Manager/Director/VP,6.0,105000.0,Asian
26.0,Male,Bachelors,Manager/Director/VP,5.0,85000.0,White
28.0,Female,Masters,Manager/Director/VP,7.0,110000.0,Asian
34.0,Male,PhD,Manager/Director/VP,12.0,170000.0,Korean
31.0,Male,Bachelors,Manager/Director/VP,9.0,140000.0,White
24.0,Female,High School,Sales,1.0,30000.0,Korean
29.0,Male,Bachelors,Manager/Director/VP,6.0,95000.0,White
27.0,Female,Masters,Manager/Director/VP,4.0,80000.0,Mixed
33.0,Male,PhD,Manager/Director/VP,10.0,155000.0,White
21.0,Female,High School,Sales,0.0,25000.0,Korean
36.0,Male,Bachelors,Manager/Director/VP,11.0,160000.0,African American
25.0,Female,Bachelors,Manager/Director/VP,3.0,65000.0,White
30.0,Male,Masters,Manager/Director/VP,7.0,120000.0,White
28.0,Female,PhD,Manager/Director/VP,6.0,105000.0,Asian
26.0,Male,Bachelors,Manager/Director/VP,5.0,85000.0,Hispanic
28.0,Female,Masters,Manager/Director/VP,7.0,110000.0,White
34.0,Male,PhD,Manager/Director/VP,12.0,170000.0,Asian
31.0,Male,Bachelors,Manager/Director/VP,9.0,140000.0,Asian
24.0,Female,High School,Sales,1.0,30000.0,Chinese
29.0,Male,Bachelors,Manager/Director/VP,6.0,95000.0,African American
27.0,Female,Masters,Manager/Director/VP,4.0,80000.0,Asian
33.0,Male,PhD,Manager/Director/VP,10.0,155000.0,White
21.0,Female,High School,Sales,0.0,25000.0,African American
36.0,Male,Bachelors,Manager/Director/VP,11.0,160000.0,Asian
25.0,Female,Bachelors,Manager/Director/VP,3.0,65000.0,Black
30.0,Male,Masters,Manager/Director/VP,7.0,120000.0,White
28.0,Female,PhD,Manager/Director/VP,6.0,105000.0,Asian
26.0,Male,Bachelors,Manager/Director/VP,5.0,85000.0,Welsh
28.0,Female,Masters,Manager/Director/VP,7.0,110000.0,Chinese
34.0,Male,PhD,Manager/Director/VP,12.0,170000.0,Asian
31.0,Male,Bachelors,Manager/Director/VP,9.0,140000.0,Chinese
24.0,Female,High School,Sales,1.0,30000.0,Asian
29.0,Male,Bachelors,Manager/Director/VP,6.0,95000.0,Korean
27.0,Female,Masters,Manager/Director/VP,4.0,80000.0,Asian
33.0,Male,PhD,Manager/Director/VP,10.0,155000.0,Chinese
21.0,Female,High School,Sales,0.0,25000.0,Asian
36.0,Male,Bachelors,Manager/Director/VP,11.0,160000.0,Asian
25.0,Female,Bachelors,Manager/Director/VP,3.0,65000.0,Asian
30.0,Male,Masters,Manager/Director/VP,7.0,120000.0,White
28.0,Female,PhD,Manager/Director/VP,6.0,105000.0,Asian
26.0,Male,Bachelors,Manager/Director/VP,5.0,85000.0,Hispanic
28.0,Female,Masters,Manager/Director/VP,7.0,110000.0,Korean
34.0,Male,PhD,Manager/Director/VP,12.0,170000.0,Black
31.0,Male,Bachelors,Manager/Director/VP,9.0,140000.0,Korean
24.0,Female,High School,Sales,1.0,30000.0,Mixed
29.0,Male,Bachelors,Manager/Director/VP,6.0,95000.0,Asian
27.0,Female,Masters,Manager/Director/VP,4.0,80000.0,Asian
33.0,Male,PhD,Manager/Director/VP,10.0,155000.0,White
21.0,Female,High School,Sales,0.0,25000.0,Australian
36.0,Male,Bachelors,Manager/Director/VP,11.0,160000.0,Black
25.0,Female,Bachelors,Manager/Director/VP,3.0,65000.0,Welsh
30.0,Male,Masters,Manager/Director/VP,7.0,120000.0,Korean
28.0,Female,PhD,Manager/Director/VP,6.0,105000.0,Hispanic
26.0,Male,Bachelors,Manager/Director/VP,5.0,85000.0,African American
28.0,Female,Masters,Manager/Director/VP,7.0,110000.0,Mixed
34.0,Male,PhD,Manager/Director/VP,12.0,170000.0,Asian
31.0,Male,Bachelors,Manager/Director/VP,9.0,140000.0,Chinese
24.0,Female,High School,Sales,1.0,30000.0,White
29.0,Male,Bachelors,Manager/Director/VP,6.0,95000.0,Australian
27.0,Female,Masters,Manager/Director/VP,4.0,80000.0,White
33.0,Male,PhD,Manager/Director/VP,10.0,155000.0,African American
21.0,Female,High School,Sales,0.0,25000.0,Chinese
36.0,Male,Bachelors,Manager/Director/VP,11.0,160000.0,Asian
23.0,Male,Bachelors,Software/Developer,1.0,60000.0,White
39.0,Female,Masters,Manager/Director/VP,12.0,150000.0,Asian
28.0,Male,Bachelors,Data Analyst/Scientist,4.0,80000.0,White
31.0,Female,PhD,Data Analyst/Scientist,8.0,120000.0,White
35.0,Male,Bachelors,Manager/Director/VP,10.0,130000.0,Black
27.0,Female,Bachelors,Product/Designer,2.0,50000.0,Hispanic
42.0,Male,Masters,Software/Developer,18.0,180000.0,Korean
29.0,Female,Bachelors,Marketing/Social Media,3.0,60000.0,Asian
33.0,Male,Bachelors,Manager/Director/VP,7.0,110000.0,Asian
24.0,Female,High School,Sales,0.0,25000.0,White
30.0,Male,Masters,Data Analyst/Scientist,6.0,100000.0,White
26.0,Female,Bachelors,Manager/Director/VP,3.0,55000.0,African American
32.0,Male,PhD,Data Analyst/Scientist,9.0,140000.0,Asian
22.0,Female,High School,Customer Service/Receptionist,0.0,25000.0,Asian
37.0,Male,Bachelors,Manager/Director/VP,12.0,150000.0,Welsh
38.0,Female,Masters,Manager/Director/VP,14.0,170000.0,White
25.0,Male,Bachelors,Software/Developer,1.0,55000.0,Asian
29.0,Female,Bachelors,Marketing/Social Media,4.0,65000.0,Korean
27.0,Male,Bachelors,Product/Designer,3.0,60000.0,African American
34.0,Female,PhD,Manager/Director/VP,10.0,150000.0,Asian
26.0,Male,Bachelors,Data Analyst/Scientist,2.0,50000.0,White
31.0,Female,Masters,Manager/Director/VP,7.0,120000.0,Mixed
25.0,Male,Bachelors,Software/Developer,1.0,55000.0,White
29.0,Female,Bachelors,Marketing/Social Media,4.0,65000.0,Chinese
27.0,Male,Bachelors,Product/Designer,3.0,60000.0,Black
34.0,Female,PhD,Manager/Director/VP,10.0,150000.0,Asian
26.0,Male,Bachelors,Data Analyst/Scientist,2.0,50000.0,White
31.0,Female,Masters,Manager/Director/VP,7.0,120000.0,Australian
23.0,Male,Bachelors,Software/Developer,1.0,60000.0,Asian
39.0,Female,Masters,Manager/Director/VP,12.0,150000.0,Australian
28.0,Male,Bachelors,Data Analyst/Scientist,4.0,80000.0,White
31.0,Female,PhD,Data Analyst/Scientist,8.0,120000.0,Black
35.0,Male,Bachelors,Manager/Director/VP,10.0,130000.0,Asian
27.0,Female,Bachelors,Product/Designer,2.0,50000.0,Asian
42.0,Male,Masters,Software/Developer,18.0,180000.0,Asian
29.0,Female,Bachelors,Marketing/Social Media,3.0,60000.0,Hispanic
33.0,Male,Bachelors,Manager/Director/VP,7.0,110000.0,Asian
24.0,Female,High School,Sales,0.0,25000.0,Black
30.0,Male,Masters,Data Analyst/Scientist,6.0,100000.0,White
26.0,Female,Bachelors,Manager/Director/VP,3.0,55000.0,African American
32.0,Male,PhD,Data Analyst/Scientist,9.0,140000.0,Asian
22.0,Female,High School,Customer Service/Receptionist,0.0,25000.0,White
37.0,Male,Bachelors,Manager/Director/VP,12.0,150000.0,Asian
38.0,Female,Masters,Manager/Director/VP,14.0,170000.0,Black
25.0,Male,Bachelors,Software/Developer,1.0,55000.0,Mixed
29.0,Female,Bachelors,Marketing/Social Media,4.0,65000.0,Black
27.0,Male,Bachelors,Product/Designer,3.0,60000.0,Korean
34.0,Female,PhD,Manager/Director/VP,10.0,150000.0,White
26.0,Male,Bachelors,Data Analyst/Scientist,2.0,50000.0,Australian
31.0,Female,Masters,Manager/Director/VP,7.0,120000.0,Asian
25.0,Male,Bachelors,Software/Developer,1.0,55000.0,Australian
29.0,Female,Bachelors,Marketing/Social Media,4.0,65000.0,White
27.0,Male,Bachelors,Product/Designer,3.0,60000.0,African American
34.0,Female,PhD,Manager/Director/VP,10.0,150000.0,Asian
26.0,Male,Bachelors,Data Analyst/Scientist,2.0,50000.0,White
31.0,Female,Masters,Manager/Director/VP,7.0,120000.0,White
23.0,Male,Bachelors,Software/Developer,1.0,60000.0,Australian
39.0,Female,Masters,Manager/Director/VP,12.0,150000.0,Chinese
28.0,Male,Bachelors,Data Analyst/Scientist,4.0,80000.0,Korean
31.0,Female,PhD,Data Analyst/Scientist,8.0,120000.0,White
35.0,Male,Bachelors,Manager/Director/VP,10.0,130000.0,White
27.0,Female,Bachelors,Product/Designer,2.0,50000.0,Korean
42.0,Male,Masters,Software/Developer,18.0,180000.0,Asian
29.0,Female,Bachelors,Marketing/Social Media,3.0,60000.0,Asian
33.0,Male,Bachelors,Manager/Director/VP,7.0,110000.0,Black
24.0,Female,High School,Sales,0.0,25000.0,Hispanic
30.0,Male,Masters,Data Analyst/Scientist,6.0,100000.0,Black
26.0,Female,Bachelors,Manager/Director/VP,3.0,55000.0,Asian
32.0,Male,PhD,Data Analyst/Scientist,9.0,140000.0,White
22.0,Female,High School,Customer Service/Receptionist,0.0,25000.0,White
37.0,Male,Bachelors,Manager/Director/VP,12.0,150000.0,Asian
38.0,Female,Masters,Manager/Director/VP,14.0,170000.0,White
25.0,Male,Bachelors,Software/Developer,1.0,55000.0,Chinese
29.0,Female,Bachelors,Marketing/Social Media,4.0,65000.0,Asian
27.0,Male,Bachelors,Product/Designer,3.0,60000.0,Korean
34.0,Female,PhD,Manager/Director/VP,10.0,150000.0,Welsh
26.0,Male,Bachelors,Data Analyst/Scientist,2.0,50000.0,Asian
31.0,Female,Masters,Manager/Director/VP,7.0,120000.0,Asian
25.0,Male,Bachelors,Software/Developer,1.0,55000.0,Chinese
29.0,Female,Bachelors,Marketing/Social Media,4.0,65000.0,Korean
27.0,Male,Bachelors,Product/Designer,3.0,60000.0,Asian
34.0,Female,PhD,Manager/Director/VP,10.0,150000.0,Korean
